DISTRITO_COD;DISTRITO_DESC;ORGANISMO_DESC;ACTIVIDAD_DESC;ACTIVIDAD_CATEGORICA;GRUPO_DESC;INFANTIL;NIÑEZ;ADOLESCENCIA;JOVEN ADULTO;ADULTO;ADULTO MAYOR;NUM_MAXIMO_ASISTENTES;NUM_PLAZAS_OCUPADAS;NUM_PLAZAS_LIBRES;CANT_GRUPOS_EDAD
5;CHAMARTIN;CENTRO JUVENIL 'LUIS GONZAGA';INGLES;14;3;0;0;1;1;1;1;16;16;0;4
3;RETIRO;C.C. MERCADO DE IBIZA;ACUARELA;15;2;0;0;1;1;1;1;16;16;0;4
14;MORATALAZ;C.S.C. Y JUVENIL MORATALAZ;YOGA;9;1;0;0;1;1;1;1;16;16;0;4
14;MORATALAZ;C.C. EL TORITO;PIANO;4;2;1;1;1;1;1;1;8;8;0;6
9;MONCLOA-ARAVACA;C.C. JULIO CORTAZAR;INGLES;14;4;0;0;0;1;1;1;12;12;0;3
18;VILLA DE VALLECAS;C.C. ZAZUAR;PILATES;1;2;0;0;1;1;1;1;14;14;0;4
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;54;3;0;0;1;1;1;1;20;20;0;4
12;USERA;C.C. ORCASUR;INGLES;14;2;0;1;0;0;0;0;11;8;3;1
10;LATINA;CENTRO CULTURAL MIGUEL HERNANDEZ;PIANO;4;1;1;1;0;0;0;0;3;3;0;2
6;TETUAN;C.C. EDUARDO URCULO;FITNESS;54;2;0;0;1;1;1;1;18;18;0;4
7;CHAMBERI;C.C. 'GALILEO';HISTORIA GRANDES PERSONAJES;51;1;0;0;1;1;1;1;12;12;0;4
3;RETIRO;C.C. MERCADO DE IBIZA;CORTE Y CONFECCION;29;4;0;0;1;1;1;1;12;12;0;4
20;SAN BLAS CANILLEJAS;C.C. ANTONIO MACHADO;BAILE EN LINEA;55;2;0;0;1;1;1;1;24;24;0;4
9;MONCLOA-ARAVACA;C.C. JUAN GRIS;CINE;20;1;0;0;1;1;1;1;8;8;0;4
16;HORTALEZA;C.C. FEDERICO CHUECA;PILATES;1;4;0;0;0;1;1;1;16;16;0;3
7;CHAMBERI;C.C. 'GALILEO';APRENDE A LEER UN CUADRO;56;2;0;0;1;1;1;1;12;12;0;4
15;CIUDAD LINEAL;C.C. PRINCIPE DE ASTURIAS;PILATES;1;3;0;0;1;1;1;1;10;10;0;4
19;VICALVARO;C.C. VALDEBERNARDO;BAILE ORIENTAL;57;1;0;0;1;1;1;1;20;15;5;4
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';CATA DE VINOS;36;1;0;0;0;1;1;1;14;14;0;3
15;CIUDAD LINEAL;C.C. PRINCIPE DE ASTURIAS;YOGA;9;2;0;0;1;1;1;1;10;10;0;4
16;HORTALEZA;C.C. HORTALEZA;BAILES LATINOS;30;4;0;0;1;1;1;1;18;18;0;4
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;27;3;0;0;1;1;1;1;10;10;0;4
1;CENTRO;C.C. 'CLARA DEL REY';FITNESS;54;4;0;0;1;1;1;1;12;12;0;4
17;VILLAVERDE;C.C. AGATA;CINE;20;1;0;0;0;1;1;1;12;11;1;3
2;ARGANZUELA;CENTRO DOTACIONAL INTEGRADO ARGANZUELA ;PINTURA;2;1;1;1;1;0;0;0;13;0;13;3
10;LATINA;C.C. ALMIRANTE CHURRUCA;BODY BALANCE;58;1;0;0;1;1;1;1;15;14;1;4
13;PUENTE DE VALLECAS;C.C. LOPE DE VEGA;AEROBIC;37;1;0;0;1;1;1;1;15;15;0;4
9;MONCLOA-ARAVACA;C.C. JUAN GRIS;CORTE Y CONFECCION;29;1;0;0;1;1;1;1;9;9;0;4
19;VICALVARO;CENTRO CULTURAL FUENTE DE SAN PEDRO - VALDERRIVAS;TEATRO;49;1;0;0;1;1;1;1;20;20;0;4
8;FUENCARRAL-EL PARDO;C.S.C. RAFAEL DE LEON;PINTURA;2;1;0;0;1;1;1;1;12;12;0;4
11;CARABANCHEL;C.C. FERNANDO LAZARO CARRETER;PINTURA;2;4;0;0;1;1;1;1;14;14;0;4
3;RETIRO;C.C. MERCADO DE IBIZA;APRENDE A LEER UN CUADRO;56;1;0;0;1;1;1;1;18;18;0;4
1;CENTRO;C.C. 'LAVAPIES';PILATES;1;1;0;0;1;1;1;1;12;11;1;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL TALLERES DE CREATIVIDAD;CERAMICA;27;1;0;0;1;1;1;1;12;12;0;4
7;CHAMBERI;C.C. 'GALILEO';YOGUILATES;59;2;0;0;1;1;1;1;11;11;0;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIOCULTURAL MONTECARMELO;PINTURA;2;1;0;0;1;1;1;1;10;10;0;4
11;CARABANCHEL;CENTRO SOCIO CULTURAL SAN FRANCISCO-LA PRENSA;CORTE Y CONFECCION;29;1;0;0;1;1;1;1;10;10;0;4
5;CHAMARTIN;ESPACIO CULTURAL ANTONIO LÓPEZ;ACUARELA;15;1;0;0;1;1;1;1;8;8;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';TAPICES Y TELARES;11;1;0;0;1;1;1;1;9;9;0;4
2;ARGANZUELA;CENTRO DOTACIONAL INTEGRADO ARGANZUELA ;FOTOGRAFIA DIGITAL;32;2;0;0;1;1;1;1;16;0;16;4
4;SALAMANCA;C.C. BUENAVISTA;PINTURA;2;3;0;0;1;1;1;1;12;12;0;4
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;1;1;0;0;1;1;1;1;20;20;0;4
5;CHAMARTIN;ESPACIO CULTURAL ANTONIO LÓPEZ;CONOCER MADRID;8;1;0;0;1;1;1;1;13;12;1;4
11;CARABANCHEL;C.C. FERNANDO LAZARO CARRETER;PILATES;1;1;0;0;1;1;1;1;20;20;0;4
7;CHAMBERI;C.C. 'GALILEO';YOGA;9;5;0;0;1;1;1;1;11;11;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';YOGA;9;5;0;0;1;1;1;1;12;8;4;4
10;LATINA;C.C. ALMIRANTE CHURRUCA;INGLES;14;1;1;1;0;0;0;0;15;10;5;2
10;LATINA;CENTRO CULTURAL MIGUEL HERNANDEZ;TECNICAS DE MEMORIA;25;2;0;0;1;1;1;1;17;17;0;4
12;USERA;C.C. USERA;AEROBIC;37;2;0;0;1;1;1;1;18;18;0;4
18;VILLA DE VALLECAS;C.C. FRANCISCO FATOU;PILATES;1;5;0;0;1;1;1;1;19;19;0;4
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;1;2;0;0;1;1;1;1;14;14;0;4
8;FUENCARRAL-EL PARDO;C.C. ALFREDO KRAUS;TAI CHI;3;1;0;0;0;1;1;1;20;20;0;3
5;CHAMARTIN;CENTRO JUVENIL 'LUIS GONZAGA';BAILE MODERNO;60;1;1;1;0;0;0;0;12;11;1;2
9;MONCLOA-ARAVACA;CENTRO CULTURAL EL PLANTÍO;PINTURA;2;1;1;1;0;0;0;0;8;8;0;2
21;BARAJAS;CENTRO INTEGRADO TERESA DE CALCUTA;TALLA EN MADERA;13;1;0;0;1;1;1;1;10;10;0;4
19;VICALVARO;CENTRO CULTURAL FUENTE DE SAN PEDRO - VALDERRIVAS;LENGUA DE SIGNOS ESPAÑOLA (LSE);61;1;0;0;1;1;1;1;16;15;1;4
9;MONCLOA-ARAVACA;C.C. JULIO CORTAZAR;PILATES;1;10;0;0;0;1;1;1;10;10;0;3
10;LATINA;C.C. FERNANDO DE LOS RIOS;BAILES LATINOS;30;1;0;0;0;1;1;1;11;11;0;3
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';RESTAURACION DE MUEBLES;12;9;0;0;1;1;1;1;12;0;12;4
4;SALAMANCA;CENTRO CULTURAL EMILIA PARDO BAZÁN;MINDFULNESS;31;1;0;0;1;1;1;1;16;16;0;4
14;MORATALAZ;C.C. EL TORITO;GUITARRA CLASICA;34;1;0;1;1;0;0;0;15;8;7;2
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL ALBERTO SANCHEZ;TEATRO;49;1;0;1;1;0;0;0;14;13;1;2
10;LATINA;C.C. FERNANDO DE LOS RIOS;PINTURA;2;4;0;0;1;1;1;1;16;15;1;4
16;HORTALEZA;C.C. CARRIL DEL CONDE;GIMNASIA DE MANTENIMIENTO;23;2;0;0;0;1;1;1;14;14;0;3
21;BARAJAS;CENTRO INTEGRADO TERESA DE CALCUTA;YOGUILATES;59;1;0;0;1;1;1;1;8;8;0;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL TALLERES DE CREATIVIDAD;DIBUJO;5;5;0;0;1;1;1;1;20;20;0;4
13;PUENTE DE VALLECAS;C.C. LOPE DE VEGA;INFORMATICA;21;1;0;0;1;1;1;1;12;11;1;4
4;SALAMANCA;C.C. 'PALACETE FUENTE DEL BERRO';INGLES;14;6;0;0;1;1;1;1;12;12;0;4
12;USERA;C.C. SAN FERMIN;PILATES;1;6;0;0;1;1;1;1;14;14;0;4
1;CENTRO;C.C. 'CLARA DEL REY';CONOCER MADRID;8;3;0;0;1;1;1;1;15;15;0;4
4;SALAMANCA;CENTRO SOCIOCULTURAL MAESTRO ALONSO;AEROBIC;37;1;0;0;1;1;1;1;24;0;24;4
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';CONOCER MADRID;8;1;0;0;1;1;1;1;18;18;0;4
11;CARABANCHEL;C.C. GARCIA LORCA;TAI CHI;3;1;0;0;1;1;1;1;20;19;1;4
21;BARAJAS;C.C. VILLA DE BARAJAS;FOTOGRAFIA DIGITAL;32;1;0;0;1;1;1;1;10;10;0;4
15;CIUDAD LINEAL;C.C. PRINCIPE DE ASTURIAS;TAI CHI;3;1;0;0;1;1;1;1;15;15;0;4
15;CIUDAD LINEAL;CENTRO SOCIOCULTURAL CIUDAD LINEAL;CONOCER MADRID;8;2;0;0;0;1;1;1;16;16;0;3
15;CIUDAD LINEAL;C.C. LA ELIPA;CANTO;10;7;1;1;1;1;1;1;1;1;0;6
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';PILATES;1;7;0;0;1;1;1;1;16;0;16;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIO-CULTURAL VALVERDE;PIANO;4;13;0;0;1;1;1;1;1;1;0;4
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;9;6;0;0;1;1;1;1;14;8;6;4
8;FUENCARRAL-EL PARDO;CENTRO CIVICO LA VAGUADA;INTERNET;41;2;0;0;1;1;1;1;10;9;1;4
3;RETIRO;C.C. MERCADO DE IBIZA;PILATES;1;1;0;0;1;1;1;1;9;9;0;4
1;CENTRO;C.C. 'CLARA DEL REY';TECNICAS DE MEMORIA;25;1;0;0;1;1;1;1;10;10;0;4
8;FUENCARRAL-EL PARDO;C.C. ALFREDO KRAUS;ARQUEOLOGIA;62;1;0;0;0;1;1;1;18;17;1;3
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';CONOCER MADRID;8;2;0;0;1;1;1;1;18;18;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';BAILE ESPAÑOL;46;1;0;0;1;1;1;1;20;20;0;4
10;LATINA;CENTRO CULTURAL MIGUEL HERNANDEZ;PINTURA;2;4;0;0;1;1;1;1;12;10;2;4
12;USERA;C.C. SAN FERMIN;FITNESS;54;2;0;0;1;1;1;1;20;18;2;4
12;USERA;C.C. ORCASUR;YOGA;9;1;0;0;1;1;1;1;10;10;0;4
11;CARABANCHEL;C.C. GARCIA LORCA;OFIMATICA;63;2;0;0;1;1;1;1;12;12;0;4
10;LATINA;C.C. ALMIRANTE CHURRUCA;BOLLYWOOD;64;1;0;0;1;1;1;1;18;12;6;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIOCULTURAL MONTECARMELO;INICIACION MUSICAL;65;1;0;0;1;1;1;1;12;9;3;4
20;SAN BLAS CANILLEJAS;C.C. JOSE LUIS LOPEZ VAZQUEZ;BAILES LATINOS;30;1;0;0;1;1;1;1;14;12;2;4
16;HORTALEZA;C.C. CARRIL DEL CONDE;GRANDES CIVILIZACIONES;66;1;0;0;0;1;1;1;16;16;0;3
7;CHAMBERI;C.C. 'GALILEO';BAILES DE SALON;6;1;0;0;1;1;1;1;11;11;0;4
9;MONCLOA-ARAVACA;C.C. JULIO CORTAZAR;PILATES;1;5;0;0;0;1;1;1;11;11;0;3
4;SALAMANCA;C.C. 'PALACETE FUENTE DEL BERRO';PINTURA;2;4;0;0;1;1;1;1;12;12;0;4
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;14;1;0;1;1;0;0;0;16;16;0;2
10;LATINA;C.C. JOSE LUIS SAMPEDRO  ( ANTES C.C. LUCERO);AEROBIC;37;3;0;0;1;1;1;1;18;17;1;4
12;USERA;C.C. USERA;BAILES DE SALON;6;1;0;0;1;1;1;1;21;20;1;4
10;LATINA;C.C. ALMIRANTE CHURRUCA;GUITARRA CLASICA;34;1;1;1;1;0;0;0;10;2;8;3
8;FUENCARRAL-EL PARDO;C.S.C. RAFAEL DE LEON;DIBUJO;5;1;0;0;1;1;1;1;12;12;0;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIO CULTURAL VALLE-INCLÁN;GIMNASIA DE MANTENIMIENTO;23;1;0;0;1;1;1;1;14;14;0;4
11;CARABANCHEL;C.C. BLASCO IBAÑEZ;ESTIRAMIENTO Y TONIFICACION;26;1;0;0;1;1;1;1;16;14;2;4
15;CIUDAD LINEAL;C.C. LA ELIPA;CLARINETE Y SAXO INDIVIDUAL;67;6;1;1;1;1;1;1;1;1;0;6
6;TETUAN;C.C. 'TETUAN';PILATES;1;4;0;0;1;1;1;1;16;15;1;4
17;VILLAVERDE;CENTRO CULTURAL SAN CRISTOBAL DE LOS ANGELES;DEFENSA PERSONAL;44;1;0;1;1;1;1;1;9;6;3;5
14;MORATALAZ;C.C. EL TORITO;PILATES;1;3;0;0;1;1;1;1;20;20;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';PILATES;1;5;0;0;1;1;1;1;20;20;0;4
14;MORATALAZ;C.S.C. EDUARDO CHILLIDA;PILATES;1;3;0;0;1;1;1;1;25;25;0;4
15;CIUDAD LINEAL;CENTRO SOCIOCULTURAL CIUDAD LINEAL;CORTE Y CONFECCION;29;3;0;0;1;1;1;1;10;9;1;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIO-CULTURAL VALVERDE;CORTE Y CONFECCION;29;1;0;0;1;1;1;1;8;8;0;4
11;CARABANCHEL;C.S. OPORTO;GIMNASIA DE MANTENIMIENTO;23;1;0;0;1;1;1;1;20;19;1;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL ALBERTO SANCHEZ;ESTIRAMIENTO Y TONIFICACION;26;1;0;0;1;1;1;1;11;0;11;4
15;CIUDAD LINEAL;C.C. LA ELIPA;CLARINETE Y SAXO INDIVIDUAL;67;7;1;1;1;1;1;1;1;1;0;6
20;SAN BLAS CANILLEJAS;C.C. BUERO VALLEJO;HISTORIA DEL ARTE;18;1;0;0;0;1;1;1;12;12;0;3
12;USERA;C.C. USERA;TEATRO;49;1;0;0;1;1;1;1;12;11;1;4
20;SAN BLAS CANILLEJAS;C.C. BUERO VALLEJO;COCINA;16;5;0;0;0;1;1;1;8;8;0;3
15;CIUDAD LINEAL;C.C. LA ELIPA;CLARINETE Y SAXO INDIVIDUAL;67;22;1;1;1;1;1;1;1;1;0;6
16;HORTALEZA;C.C. CARRIL DEL CONDE;GIMNASIA DE MANTENIMIENTO;23;3;0;0;0;1;1;1;15;15;0;3
7;CHAMBERI;C.C. 'GALILEO';EXPRESIVIDAD CORPORAL Y ORATORIA;68;1;0;0;1;1;1;1;12;8;4;4
11;CARABANCHEL;CENTRO SOCIO CULTURAL SAN FRANCISCO-LA PRENSA;GIMNASIA DE MANTENIMIENTO;23;2;0;0;1;1;1;1;14;14;0;4
20;SAN BLAS CANILLEJAS;C.C. BUERO VALLEJO;YOGUILATES;59;1;0;0;0;1;1;1;14;14;0;3
12;USERA;C.C. USERA;GIMNASIA DE MANTENIMIENTO;23;3;0;0;1;1;1;1;18;18;0;4
8;FUENCARRAL-EL PARDO;CENTRO SOCIO-CULTURAL VALVERDE;DIBUJO;5;1;1;1;1;0;0;0;9;9;0;3
5;CHAMARTIN;CENTRO JUVENIL 'LUIS GONZAGA';ALEMAN;28;3;0;0;1;1;1;1;16;15;1;4
17;VILLAVERDE;C.C. AGATA;TEORIA DE LAS ARTES;69;1;0;0;1;1;1;1;12;12;0;4
11;CARABANCHEL;C.S. OPORTO;BAILES LATINOS;30;3;0;0;1;1;1;1;1;0;1;4
15;CIUDAD LINEAL;C.C. PRINCIPE DE ASTURIAS;INGLES;14;1;0;0;1;1;1;1;12;11;1;4
17;VILLAVERDE;C.C. BOHEMIOS;DIBUJO;5;2;0;0;1;1;1;1;16;16;0;4
16;HORTALEZA;C.C. HORTALEZA;CORTE Y CONFECCION;29;7;0;0;1;1;1;1;10;9;1;4
21;BARAJAS;CENTRO SOCIO-CULTURAL GLORIA FUERTES;AJEDREZ;17;1;0;0;1;1;1;1;12;12;0;4
15;CIUDAD LINEAL;C.C. LA ELIPA;PILATES;1;4;0;0;1;1;1;1;10;10;0;4
15;CIUDAD LINEAL;C.C. LA ELIPA;TEATRO;49;1;0;0;1;1;1;1;15;15;0;4
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;1;5;0;0;1;1;1;1;20;17;3;4
6;TETUAN;C.C. EDUARDO URCULO;YOGA;9;1;0;0;1;1;1;1;18;18;0;4
4;SALAMANCA;C.C. BUENAVISTA;RESTAURACION DE LIBROS;70;1;0;0;0;1;1;1;9;9;0;3
11;CARABANCHEL;C.C. GARCIA LORCA;YOGA;9;6;0;0;1;1;1;1;22;19;3;4
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';YOGUILATES;59;1;0;0;1;1;1;1;16;0;16;4
15;CIUDAD LINEAL;C.C. SAN JUAN BAUTISTA;RESTAURACION DE MUEBLES;12;2;0;0;0;1;1;1;8;8;0;3
7;CHAMBERI;C.C. 'GALILEO';GUITARRA CLASICA;34;1;0;1;0;0;0;0;4;4;0;1
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';CONOCER MADRID;8;2;0;0;0;1;1;1;17;17;0;3
4;SALAMANCA;C.C. BUENAVISTA;MINDFULNESS;31;1;0;0;0;1;1;1;18;18;0;3
18;VILLA DE VALLECAS;C.C. FRANCISCO FATOU;YOGUILATES;59;1;0;0;1;1;1;1;18;18;0;4
6;TETUAN;C.C. EDUARDO URCULO;BAILE ESPAÑOL;46;1;0;0;1;1;1;1;18;18;0;4
1;CENTRO;C.C. 'LAVAPIES';YOGA;9;4;0;0;1;1;1;1;12;10;2;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL TALLERES DE CREATIVIDAD;BAILE ESPAÑOL;46;1;0;0;1;1;1;1;24;22;2;4
15;CIUDAD LINEAL;C.C. LA ELIPA;PIANO;4;48;1;1;1;1;1;1;1;1;0;6
15;CIUDAD LINEAL;C.C. SAN JUAN BAUTISTA;FITNESS;54;2;0;0;1;1;1;1;12;12;0;4
10;LATINA;C.C. FERNANDO DE LOS RIOS;TAPICES Y TELARES;11;1;0;0;1;1;1;1;14;14;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';INFORMATICA;21;1;0;0;0;1;1;1;10;6;4;3
11;CARABANCHEL;C.C. FERNANDO LAZARO CARRETER;YOGA;9;3;0;0;1;1;1;1;20;20;0;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL TALLERES DE CREATIVIDAD;LENGUA DE SIGNOS ESPAÑOLA (LSE);61;1;0;0;1;1;1;1;16;15;1;4
4;SALAMANCA;CENTRO CULTURAL EMILIA PARDO BAZÁN;FRANCES;7;3;0;0;1;1;1;1;16;15;1;4
6;TETUAN;C.C. EDUARDO URCULO;PILATES;1;7;0;0;1;1;1;1;18;16;2;4
20;SAN BLAS CANILLEJAS;C.C. BUERO VALLEJO;GIMNASIA DE MANTENIMIENTO;23;5;0;0;0;1;1;1;14;14;0;3
12;USERA;C.C. MESETA DE ORCASITAS;BAILES DE SALON;6;1;0;0;1;1;1;1;8;6;2;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL TALLERES DE CREATIVIDAD;CONOCER MADRID;8;1;0;0;1;1;1;1;24;23;1;4
21;BARAJAS;C.C. VILLA DE BARAJAS;CORTE Y CONFECCION;29;1;0;0;1;1;1;1;10;10;0;4
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';PINTURA;2;4;0;0;1;1;1;1;20;0;20;4
10;LATINA;C.C. FERNANDO DE LOS RIOS;CONOCER MADRID;8;1;0;0;0;1;1;1;19;19;0;3
10;LATINA;C.S.C. EL GRECO;PILATES;1;3;0;0;1;1;1;1;12;12;0;4
6;TETUAN;C.C. 'TETUAN';MUSICA Y MOVIMIENTO;40;1;1;1;0;0;0;0;12;0;12;2
14;MORATALAZ;C.S.C. EDUARDO CHILLIDA;GRANDES CIVILIZACIONES;66;2;0;0;1;1;1;1;20;20;0;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';GIMNASIA DE MANTENIMIENTO;23;2;0;0;1;1;1;1;21;21;0;4
20;SAN BLAS CANILLEJAS;C.C. ANTONIO MACHADO;INGLES;14;6;0;0;1;1;1;1;16;14;2;4
20;SAN BLAS CANILLEJAS;CENTRO JUVENIL MIGUEL DE CERVANTES;CONOCER MADRID;8;1;0;0;0;1;1;1;20;20;0;3
15;CIUDAD LINEAL;C.C. LA ELIPA;PIANO;4;44;1;1;1;1;1;1;1;1;0;6
19;VICALVARO;C.C. VALDEBERNARDO;CORTE Y CONFECCION;29;3;0;0;1;1;1;1;15;15;0;4
11;CARABANCHEL;C.S. OPORTO;HISTORIA UNIVERSAL;71;1;0;0;1;1;1;1;12;11;1;4
13;PUENTE DE VALLECAS;CENTRO SOCIOCULTURAL ALBERTO SANCHEZ;APRENDE A LEER UN CUADRO;56;1;0;0;1;1;1;1;15;0;15;4
4;SALAMANCA;CENTRO SOCIOCULTURAL MAESTRO ALONSO;CIUDADES PATRIMONIO DE LA HUMANIDAD;72;1;0;0;1;1;1;1;24;0;24;4
9;MONCLOA-ARAVACA;C.C. JUAN GENOVES (ANTES C.C. ARAVACA);YOGA;9;8;0;0;1;1;1;1;16;16;0;4
9;MONCLOA-ARAVACA;C.C. JUAN GRIS;INGLES;14;1;0;0;1;1;1;1;8;8;0;4
20;SAN BLAS CANILLEJAS;C.C. ANTONIO MACHADO;GIMNASIA DE MANTENIMIENTO;23;2;0;0;1;1;1;1;22;20;2;4
14;MORATALAZ;C.S.C. EDUARDO CHILLIDA;TECNICAS DE MEMORIA;25;1;0;0;1;1;1;1;20;20;0;4
9;MONCLOA-ARAVACA;C.C. JUAN GRIS;BAILES LATINOS;30;2;0;0;1;1;1;1;12;11;1;4
9;MONCLOA-ARAVACA;C.C. AGUSTIN DIAZ;PILATES;1;8;0;0;1;1;1;1;12;12;0;4
20;SAN BLAS CANILLEJAS;C.C. ANTONIO MACHADO;CATA DE VINOS;36;1;0;0;0;1;1;1;16;16;0;3
12;USERA;CENTRO SOCIO CULTURAL JUVENIL DE USERA;CORTE Y CONFECCION;29;3;0;0;1;1;1;1;10;6;4;4
5;CHAMARTIN;C.C. 'NICOLAS SALMERON';CERAMICA;27;7;0;0;1;1;1;1;8;8;0;4
